NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Gm23458	1	ENSMUSG00000065191	
Nkiras2	1	ENSMUSG00000017837	
Dgkeos	1	ENSMUSG00000063109	
Gm11475	1	ENSMUSG00000081511	
Gm11476	1	ENSMUSG00000085596	
Fcf1	1	ENSMUSG00000021243	
Gm11478	1	ENSMUSG00000083992	
Smndc1	1	ENSMUSG00000025024	
Zbed5	1	ENSMUSG00000034173	
Gm11472	1	ENSMUSG00000081946	
Gm11473	1	ENSMUSG00000083661	
Zbed3	1	ENSMUSG00000041995	
Gm1627	1	ENSMUSG00000100987	
Gm11474	1	ENSMUSG00000082687	
Zbed4	1	ENSMUSG00000034333	
Tmem45a	1	ENSMUSG00000022754	
Gm11479	1	ENSMUSG00000085991	
Sil1	1	ENSMUSG00000024357	
Slc10a2	1	ENSMUSG00000023073	
Slc10a3	1	ENSMUSG00000032806	
1700026J14Rik	1	ENSMUSG00000097716	
Slc10a1	1	ENSMUSG00000021135	
Tnks2	1	ENSMUSG00000024811	
Slc10a6	1	ENSMUSG00000029321	
Esrp2	1	ENSMUSG00000084128	
Slc10a7	1	ENSMUSG00000031684	
Slc10a4	1	ENSMUSG00000029219	
Slc10a5	1	ENSMUSG00000058921	
Esrp1	1	ENSMUSG00000040728	
Gm11464	1	ENSMUSG00000087351	
Gm11465	1	ENSMUSG00000086820	
Gm11460	1	ENSMUSG00000081758	
Tmem45b	1	ENSMUSG00000041737	
Gm11462	1	ENSMUSG00000082924	
Unc13c	1	ENSMUSG00000062151	
Unc13b	1	ENSMUSG00000028456	
Unc13a	1	ENSMUSG00000034799	
Gm11469	1	ENSMUSG00000081123	
Gm23442	1	ENSMUSG00000064853	
Sik3	1	ENSMUSG00000034135	
Sik2	1	ENSMUSG00000037112	
Sik1	1	ENSMUSG00000024042	
Gm23444	1	ENSMUSG00000064856	
Unc13d	1	ENSMUSG00000057948	
Gm11491	1	ENSMUSG00000085310	
Unc119	1	ENSMUSG00000002058	
Mxra7	1	ENSMUSG00000020814	
Mxra8	1	ENSMUSG00000029070	
Gm11493	1	ENSMUSG00000085646	
Gm11496	1	ENSMUSG00000085152	
Gm1647	1	ENSMUSG00000094763	
Fut11	1	ENSMUSG00000039357	
Fut10	1	ENSMUSG00000046152	
Gm23472	1	ENSMUSG00000094050	
4930432E11Rik	1	ENSMUSG00000046958	
Ttc39aos1	1	ENSMUSG00000085873	
Trmt61a	1	ENSMUSG00000060950	
Gm11487	1	ENSMUSG00000066137	
Gm11488	1	ENSMUSG00000081871	
Gm11489	1	ENSMUSG00000083894	
Trmt61b	1	ENSMUSG00000085492	
Gm11483	1	ENSMUSG00000083943	
Gm11485	1	ENSMUSG00000082566	
Gm23468	1	ENSMUSG00000087750	
Sim2	1	ENSMUSG00000062713	
Sim1	1	ENSMUSG00000019913	
Hip1	1	ENSMUSG00000039959	
Gm23419	1	ENSMUSG00000093264	
Gm11431	1	ENSMUSG00000087407	
RP23-345F4.3	1	ENSMUSG00000106976	
Gm11434	1	ENSMUSG00000081342	
RP23-114L12.4	1	ENSMUSG00000105936	
Esrra	1	ENSMUSG00000024955	
Glrp1	1	ENSMUSG00000062310	
Atpif1	1	ENSMUSG00000054428	
Esrrb	1	ENSMUSG00000021255	
Gm11438	1	ENSMUSG00000083932	
Gm1661	1	ENSMUSG00000060268	
Gm23413	1	ENSMUSG00000093262	
Nfxl1	1	ENSMUSG00000072889	
A330040F15Rik	1	ENSMUSG00000086213	
Synj2bp	1	ENSMUSG00000090935	
Gm23405	1	ENSMUSG00000064476	
Bbs10	1	ENSMUSG00000035759	
Bbs12	1	ENSMUSG00000051444	
Gm23407	1	ENSMUSG00000064472	
Gm11423	1	ENSMUSG00000085175	
Cacfd1	1	ENSMUSG00000015488	
Gm11424	1	ENSMUSG00000082726	
Gm11425	1	ENSMUSG00000082419	
C330011M18Rik	1	ENSMUSG00000056753	
Gm11427	1	ENSMUSG00000083161	
Wac	1	ENSMUSG00000024283	
Aspscr1	1	ENSMUSG00000025142	
Wap	1	ENSMUSG00000000381	
Gm11453	1	ENSMUSG00000080962	
Was	1	ENSMUSG00000031165	
Gm11454	1	ENSMUSG00000086152	
Gm11455	1	ENSMUSG00000085538	
1700011E24Rik	1	ENSMUSG00000036557	
Gm11450	1	ENSMUSG00000082296	
Gm11451	1	ENSMUSG00000083567	
Gm11452	1	ENSMUSG00000082514	
Tspan2os	1	ENSMUSG00000086745	
Ier3ip1	1	ENSMUSG00000090000	
RP23-69J7.1	1	ENSMUSG00000105929	
Gm11457	1	ENSMUSG00000086453	
Gm23431	1	ENSMUSG00000077194	
Gm23435	1	ENSMUSG00000087808	
Gm11443	1	ENSMUSG00000081632	
Gm11445	1	ENSMUSG00000083451	
Gm11440	1	ENSMUSG00000082917	
1700054K19Rik	1	ENSMUSG00000100219	
9530003J23Rik	1	ENSMUSG00000020177	
Gm11447	1	ENSMUSG00000081854	
Gm11448	1	ENSMUSG00000081151	
Gm11449	1	ENSMUSG00000083374	
Gm1673	1	ENSMUSG00000070858	
Gm23421	1	ENSMUSG00000096022	
Eif1ad	1	ENSMUSG00000024841	
BC051628	1	ENSMUSG00000047841	
Epb4.1l4a	1	ENSMUSG00000024376	
Epb4.1l4b	1	ENSMUSG00000028434	
Tpra1	1	ENSMUSG00000002871	
Hira	1	ENSMUSG00000022702	
Gulp1	1	ENSMUSG00000056870	
Naalad2	1	ENSMUSG00000043943	
Pqlc1	1	ENSMUSG00000034006	
Pqlc2	1	ENSMUSG00000028744	
Pqlc3	1	ENSMUSG00000045679	
E030024N20Rik	1	ENSMUSG00000057990	
9330182L06Rik	1	ENSMUSG00000056004	
CH25-194I22.4	1	ENSMUSG00000107255	
CH25-194I22.2	1	ENSMUSG00000106993	
Fcmr	1	ENSMUSG00000042474	
A230028O05Rik	1	ENSMUSG00000096960	
Fcna	1	ENSMUSG00000026938	
Ndrg3	1	ENSMUSG00000027634	
Eif1ax	1	ENSMUSG00000067194	
Ndrg4	1	ENSMUSG00000036564	
RP23-50I16.1	1	ENSMUSG00000104985	
RP23-50I16.2	1	ENSMUSG00000106209	
2700033N17Rik	1	ENSMUSG00000086328	
RP23-50I16.3	1	ENSMUSG00000106115	
Sorcs1	1	ENSMUSG00000043531	
Ndrg1	1	ENSMUSG00000005125	
Ndrg2	1	ENSMUSG00000004558	
H2-Q10	1	ENSMUSG00000067235	
Sorcs3	1	ENSMUSG00000063434	
Sorcs2	1	ENSMUSG00000029093	
Psrc1	1	ENSMUSG00000068744	
Six1	1	ENSMUSG00000051367	
Arhgdib	1	ENSMUSG00000030220	
Arhgdia	1	ENSMUSG00000025132	
Glrx5	1	ENSMUSG00000021102	
Glrx3	1	ENSMUSG00000031068	
BC051665	1	ENSMUSG00000042243	
Six5	1	ENSMUSG00000040841	
Gm23493	1	ENSMUSG00000080485	
Six4	1	ENSMUSG00000034460	
Arhgdig	1	ENSMUSG00000073433	
Halr1	1	ENSMUSG00000085412	
Six3	1	ENSMUSG00000038805	
Clcn4-2	1	ENSMUSG00000000605	
Glrx2	1	ENSMUSG00000018196	
RP24-365C10.2	1	ENSMUSG00000107103	
Aven	1	ENSMUSG00000003604	
Fcor	1	ENSMUSG00000089665	
Tmem41b	1	ENSMUSG00000047554	
Tmem41a	1	ENSMUSG00000022856	
Prkaca-ps1	1	ENSMUSG00000081845	
Gm23482	1	ENSMUSG00000077360	
Mir7578	1	ENSMUSG00000098812	
Mmrn2	1	ENSMUSG00000041445	
Wiz	1	ENSMUSG00000024050	
R3hdml	1	ENSMUSG00000078949	
Rpl28-ps4	1	ENSMUSG00000090549	
1700007K09Rik	1	ENSMUSG00000030858	
Rpl28-ps1	1	ENSMUSG00000058603	
Rpl28-ps3	1	ENSMUSG00000079942	
Rpl28-ps2	1	ENSMUSG00000102137	
R3hdm4	1	ENSMUSG00000035781	
R3hdm1	1	ENSMUSG00000056211	
R3hdm2	1	ENSMUSG00000025404	
Uhrf1bp1	1	ENSMUSG00000039512	
4930473A02Rik	1	ENSMUSG00000060029	
Phrf1	1	ENSMUSG00000038611	
Lyrm7os	1	ENSMUSG00000086789	
Sult1d1	1	ENSMUSG00000029273	
Tnfrsf11b	1	ENSMUSG00000063727	
Tnfrsf11a	1	ENSMUSG00000026321	
Cyb5d2	1	ENSMUSG00000057778	
Cyb5d1	1	ENSMUSG00000044795	
Wls	1	ENSMUSG00000028173	
Upb1	1	ENSMUSG00000033427	
Sult1c2	1	ENSMUSG00000023122	
Sult1c1	1	ENSMUSG00000023943	
Avil	1	ENSMUSG00000025432	
Tnfrsf10b	1	ENSMUSG00000022074	
Ier5l	1	ENSMUSG00000089762	
Raph1	1	ENSMUSG00000026014	
Rcbtb1	1	ENSMUSG00000035469	
Rcbtb2	1	ENSMUSG00000022106	
Zfp36l1-ps	1	ENSMUSG00000080942	
Sult1b1	1	ENSMUSG00000029269	
2010110K18Rik	1	ENSMUSG00000097755	
H2afy3	1	ENSMUSG00000101167	
H2afy2	1	ENSMUSG00000020086	
Sult1a1	1	ENSMUSG00000030711	
Pddc1	1	ENSMUSG00000051007	
RP23-338E5.5	1	ENSMUSG00000107341	
1700037H04Rik	1	ENSMUSG00000027327	
Gsdmd	1	ENSMUSG00000022575	
Gsdma	1	ENSMUSG00000017204	
Avl9	1	ENSMUSG00000029787	
Ddit4l	1	ENSMUSG00000046818	
RP24-543J12.4	1	ENSMUSG00000106170	
Jph1	1	ENSMUSG00000042686	
Jph4	1	ENSMUSG00000022208	
Pou2f1	1	ENSMUSG00000026565	
Jph3	1	ENSMUSG00000025318	
Jph2	1	ENSMUSG00000017817	
Pou2f3	1	ENSMUSG00000032015	
Pou2f2	1	ENSMUSG00000008496	
H3f3c	1	ENSMUSG00000082029	
H3f3b	1	ENSMUSG00000016559	
H3f3a	1	ENSMUSG00000060743	
C030037F17Rik	1	ENSMUSG00000084945	
Upf1	1	ENSMUSG00000058301	
Ciapin1	1	ENSMUSG00000031781	
Upf2	1	ENSMUSG00000043241	
Il18r1	1	ENSMUSG00000026070	
Prpsap2	1	ENSMUSG00000020528	
Prpsap1	1	ENSMUSG00000015869	
Wrb	1	ENSMUSG00000023147	
Wrn	1	ENSMUSG00000031583	
Wt1	1	ENSMUSG00000016458	
Ercc6l2	1	ENSMUSG00000021470	
Psmb5-ps	1	ENSMUSG00000080992	
Cnksr3	1	ENSMUSG00000015202	
Dopey1	1	ENSMUSG00000034973	
Dopey2	1	ENSMUSG00000022946	
Cnksr2	1	ENSMUSG00000025658	
Cnksr1	1	ENSMUSG00000028841	
1810044D09Rik	1	ENSMUSG00000100680	
RP23-480E8.1	1	ENSMUSG00000106530	
Mir5098	1	ENSMUSG00000093061	
Atxn7l3b	1	ENSMUSG00000074748	
Upk2	1	ENSMUSG00000041523	
Gm11510	1	ENSMUSG00000084411	
Gm11511	1	ENSMUSG00000083268	
Phpt1	1	ENSMUSG00000036504	
Gm11516	1	ENSMUSG00000083764	
RP23-425F8.1	1	ENSMUSG00000104545	
Gm11517	1	ENSMUSG00000081249	
Gm11518	1	ENSMUSG00000081604	
Gm11512	1	ENSMUSG00000081043	
Gm11513	1	ENSMUSG00000087630	
Gm11514	1	ENSMUSG00000083548	
Gm11515	1	ENSMUSG00000085992	
RP24-337A2.3	1	ENSMUSG00000106210	
RP24-149B7.2	1	ENSMUSG00000104670	
Tldc1	1	ENSMUSG00000034105	
Tldc2	1	ENSMUSG00000074628	
Gm11500	1	ENSMUSG00000081363	
Mdm4-ps	1	ENSMUSG00000081739	
Gm11507	1	ENSMUSG00000044639	
Gm11501	1	ENSMUSG00000081141	
Gm11502	1	ENSMUSG00000082453	
Gm11504	1	ENSMUSG00000083135	
Gm11509	1	ENSMUSG00000081304	
Dppa5a	1	ENSMUSG00000060461	
Lvrn	1	ENSMUSG00000024481	
Gm23513	1	ENSMUSG00000095977	
Gm23517	1	ENSMUSG00000064764	
Gm11531	1	ENSMUSG00000075587	
Gm11532	1	ENSMUSG00000087067	
Gm11533	1	ENSMUSG00000081860	
Gm11539	1	ENSMUSG00000083337	
Gm11534	1	ENSMUSG00000086255	
Gm11536	1	ENSMUSG00000075589	
9430020K01Rik	1	ENSMUSG00000033960	
RP24-316L21.3	1	ENSMUSG00000105510	
Gm11537	1	ENSMUSG00000085242	
Gm23512	1	ENSMUSG00000095972	
4930565N06Rik	1	ENSMUSG00000084834	
Gm23504	1	ENSMUSG00000089613	
Tada3	1	ENSMUSG00000048930	
Gm11520	1	ENSMUSG00000085143	
Tada1	1	ENSMUSG00000026563	
Gm11521	1	ENSMUSG00000085509	
Gm11527	1	ENSMUSG00000085578	
Gm11529	1	ENSMUSG00000075586	
Sigmar1	1	ENSMUSG00000036078	
Gm11523	1	ENSMUSG00000087117	
Gm11524	1	ENSMUSG00000083651	
Ildr2	1	ENSMUSG00000040612	
Gm11525	1	ENSMUSG00000085307	
Ildr1	1	ENSMUSG00000022900	
Slc35b1	1	ENSMUSG00000020873	
Slc35b4	1	ENSMUSG00000018999	
Slc35b3	1	ENSMUSG00000021432	
Slc35b2	1	ENSMUSG00000037089	
5730455P16Rik	1	ENSMUSG00000057181	
5031434O11Rik	1	ENSMUSG00000097885	
Upp1	1	ENSMUSG00000020407	
Upp2	1	ENSMUSG00000026839	
Slc35a5	1	ENSMUSG00000022664	
1700110I07Rik	1	ENSMUSG00000100732	
Slc35a4	1	ENSMUSG00000033272	
Slc35a3	1	ENSMUSG00000027957	
Slc35a2	1	ENSMUSG00000031156	
Slc35a1	1	ENSMUSG00000028293	
Triap1	1	ENSMUSG00000029535	
Sypl2	1	ENSMUSG00000027887	
2310034G01Rik	1	ENSMUSG00000099655	
Sap30bpos	1	ENSMUSG00000087064	
Cbln3	1	ENSMUSG00000040380	
Cbln1	1	ENSMUSG00000031654	
Cdrt4	1	ENSMUSG00000042200	
Slitrk5	1	ENSMUSG00000033214	
RP23-186B18.8	1	ENSMUSG00000106961	
Slitrk6	1	ENSMUSG00000045871	
Eif2s2	1	ENSMUSG00000074656	
Slitrk2	1	ENSMUSG00000036790	
Eif2s1	1	ENSMUSG00000021116	
2010002M12Rik	1	ENSMUSG00000067297	
AF357399	1	ENSMUSG00000077711	
Rcvrn	1	ENSMUSG00000020907	
Mir692-1	1	ENSMUSG00000076218	
Slc35f5	1	ENSMUSG00000026342	
Gtf2a1l	1	ENSMUSG00000024154	
Slc35f3	1	ENSMUSG00000057060	
Slc35f2	1	ENSMUSG00000042195	
Slc35f6	1	ENSMUSG00000029175	
Cyb5rl	1	ENSMUSG00000028621	
Gm11597	1	ENSMUSG00000084257	
Gm11598	1	ENSMUSG00000082456	
Gm11599	1	ENSMUSG00000084333	
Slc35f1	1	ENSMUSG00000038602	
Gm11592	1	ENSMUSG00000086680	
Cbll1	1	ENSMUSG00000020659	
9030624G23Rik	1	ENSMUSG00000073158	
RP23-454P8.1	1	ENSMUSG00000106588	
Mir7647	1	ENSMUSG00000098951	
Uprt	1	ENSMUSG00000073016	
RP23-454P8.3	1	ENSMUSG00000105534	
Hspa14	1	ENSMUSG00000051396	
Hspa13	1	ENSMUSG00000032932	
Slc35e4	1	ENSMUSG00000048807	
Slc35e3	1	ENSMUSG00000060181	
Slc35e2	1	ENSMUSG00000042202	
Pof1b	1	ENSMUSG00000034607	
Slc35e1	1	ENSMUSG00000019731	
Gm11585	1	ENSMUSG00000082045	
Zfpm1	1	ENSMUSG00000049577	
Zfpm2	1	ENSMUSG00000022306	
Gm23563	1	ENSMUSG00000092641	
Mir7655	1	ENSMUSG00000099050	
Mir7656	1	ENSMUSG00000098251	
Mir7651	1	ENSMUSG00000098516	
Gm23564	1	ENSMUSG00000092644	
Slc35d3	1	ENSMUSG00000050473	
Slc35d2	1	ENSMUSG00000033114	
Slc35d1	1	ENSMUSG00000028521	
Agfg1	1	ENSMUSG00000026159	
Myeov2	1	ENSMUSG00000073616	
Agfg2	1	ENSMUSG00000029722	
Gm1527	1	ENSMUSG00000074655	
Vipr2	1	ENSMUSG00000011171	
RP23-307L24.2	1	ENSMUSG00000106826	
Vipr1	1	ENSMUSG00000032528	
Gm23592	1	ENSMUSG00000088484	
Elavl4	1	ENSMUSG00000028546	
Gm23593	1	ENSMUSG00000077497	
Elavl2	1	ENSMUSG00000008489	
Elavl3	1	ENSMUSG00000003410	
Elavl1	1	ENSMUSG00000040028	
4930583P06Rik	1	ENSMUSG00000086954	
Slc35c2	1	ENSMUSG00000017664	
Slc35c1	1	ENSMUSG00000049922	
4933423P22Rik	1	ENSMUSG00000085471	
Comtd1	1	ENSMUSG00000021773	
Coro6	1	ENSMUSG00000020836	
Coro7	1	ENSMUSG00000039637	
Tmem55b	1	ENSMUSG00000035953	
Tmem55a	1	ENSMUSG00000028221	
Gm23583	1	ENSMUSG00000089158	
Pla2g4f	1	ENSMUSG00000046971	
Pla2g4c	1	ENSMUSG00000033847	
Pla2g4b	1	ENSMUSG00000098488	
Pla2g4d	1	ENSMUSG00000070719	
Gm23539	1	ENSMUSG00000088162	
Pla2g4a	1	ENSMUSG00000056220	
Gm11550	1	ENSMUSG00000083388	
A430078G23Rik	1	ENSMUSG00000074497	
Gm11556	1	ENSMUSG00000082531	
Gm11557	1	ENSMUSG00000082900	
Axdnd1	1	ENSMUSG00000026601	
Gm11542	1	ENSMUSG00000085051	
Gm11543	1	ENSMUSG00000081007	
Gm11544	1	ENSMUSG00000081586	
Rapsn	1	ENSMUSG00000002104	
Gm11540	1	ENSMUSG00000082945	
Gm11549	1	ENSMUSG00000085007	
Gm11545	1	ENSMUSG00000075611	
Gm11546	1	ENSMUSG00000083227	
Gm11548	1	ENSMUSG00000085320	
Tma7-ps	1	ENSMUSG00000059058	
Hopxos	1	ENSMUSG00000087541	
Gm23520	1	ENSMUSG00000070249	
Tppp3	1	ENSMUSG00000014846	
3110043O21Rik	1	ENSMUSG00000028300	
Gm11574	1	ENSMUSG00000085262	
Hspa1b	1	ENSMUSG00000090877	
Gm11575	1	ENSMUSG00000081562	
Hspa1a	1	ENSMUSG00000091971	
Gm11576	1	ENSMUSG00000084400	
Gm11571	1	ENSMUSG00000087581	
Gm11572	1	ENSMUSG00000084368	
4930463O16Rik	1	ENSMUSG00000020033	
Hspa1l	1	ENSMUSG00000007033	
Gm1564	1	ENSMUSG00000051455	
Atrnl1	1	ENSMUSG00000054843	
Xdh	1	ENSMUSG00000024066	
Gm23553	1	ENSMUSG00000088442	
RP23-39M18.2	1	ENSMUSG00000106841	
Gm23547	1	ENSMUSG00000088835	
Il18bp	1	ENSMUSG00000070427	
Gm23546	1	ENSMUSG00000088836	
Slc35g3	1	ENSMUSG00000018776	
A930002H24Rik	1	ENSMUSG00000045506	
R3hcc1	1	ENSMUSG00000034194	
D330041H03Rik	1	ENSMUSG00000073437	
Tmem59l	1	ENSMUSG00000035964	
Gm11565	1	ENSMUSG00000078256	
Slc35g2	1	ENSMUSG00000070287	
Gm11560	1	ENSMUSG00000086688	
Slc35g1	1	ENSMUSG00000044026	
Corin	1	ENSMUSG00000005220	
Tgfb1i1	1	ENSMUSG00000030782	
Gm11567	1	ENSMUSG00000059845	
Gm11568	1	ENSMUSG00000069717	
Gm23543	1	ENSMUSG00000088832	
Wwc2	1	ENSMUSG00000031563	
Wwc1	1	ENSMUSG00000018849	
Suds3	1	ENSMUSG00000066900	
1700016G22Rik	1	ENSMUSG00000100625	
Taf4b	1	ENSMUSG00000054321	
Taf4a	1	ENSMUSG00000039117	
Pla2g16	1	ENSMUSG00000060675	
Pla2g15	1	ENSMUSG00000031903	
Pla2g10	1	ENSMUSG00000022683	
Eif2c5	1	ENSMUSG00000085146	
6430550D23Rik	1	ENSMUSG00000074646	
Fdps	1	ENSMUSG00000059743	
Pla2g2e	1	ENSMUSG00000028751	
Taf1d	1	ENSMUSG00000031939	
Snora17	1	ENSMUSG00000077192	
Podxl	1	ENSMUSG00000025608	
Taf1a	1	ENSMUSG00000072258	
Pla2g2c	1	ENSMUSG00000028750	
Taf1c	1	ENSMUSG00000031832	
Taf1b	1	ENSMUSG00000059669	
RP23-55P19.1	1	ENSMUSG00000106988	
Qdpr	1	ENSMUSG00000015806	
Mir99ahg	1	ENSMUSG00000090386	
Pla2g1b	1	ENSMUSG00000029522	
4932438H23Rik	1	ENSMUSG00000039851	
BC026585	1	ENSMUSG00000033488	
1700123M08Rik	1	ENSMUSG00000085614	
Rfxank	1	ENSMUSG00000036120	
Sult2b1	1	ENSMUSG00000003271	
Tmem52b	1	ENSMUSG00000030160	
Taf15	1	ENSMUSG00000020680	
Tbl1xr1	1	ENSMUSG00000027630	
Taf11	1	ENSMUSG00000024218	
Taf10	1	ENSMUSG00000043866	
Taf13	1	ENSMUSG00000048100	
Taf12	1	ENSMUSG00000028899	
Mir7687	1	ENSMUSG00000098280	
Mtfr1l	1	ENSMUSG00000046671	
Mir7688	1	ENSMUSG00000098679	
RP24-315J23.1	1	ENSMUSG00000106430	
Sult2a8	1	ENSMUSG00000030378	
Scpep1	1	ENSMUSG00000000278	
Cyb5r4	1	ENSMUSG00000032872	
Cyb5r3	1	ENSMUSG00000018042	
Cyb5r2	1	ENSMUSG00000048065	
Specc1l	1	ENSMUSG00000033444	
Cyb5r1	1	ENSMUSG00000026456	
Tmem50a	1	ENSMUSG00000028822	
Tmem50b	1	ENSMUSG00000022964	
Zfpl1	1	ENSMUSG00000024792	
Phldb3	1	ENSMUSG00000074277	
Phldb2	1	ENSMUSG00000033149	
Mir7669	1	ENSMUSG00000098397	
Eif2b3	1	ENSMUSG00000028683	
Eif2b2	1	ENSMUSG00000004788	
Tnfrsf13c	1	ENSMUSG00000068105	
Eif2b5	1	ENSMUSG00000003235	
Eif2b4	1	ENSMUSG00000029145	
Tnfrsf13b	1	ENSMUSG00000010142	
Mir7663	1	ENSMUSG00000098714	
Mir7664	1	ENSMUSG00000099320	
Xlr	1	ENSMUSG00000054626	
Mir7671	1	ENSMUSG00000099153	
Eif2b1	1	ENSMUSG00000029388	
Phlda3	1	ENSMUSG00000041801	
Phlda2	1	ENSMUSG00000010760	
Phlda1	1	ENSMUSG00000020205	
Phldb1	1	ENSMUSG00000048537	
1700121L03Rik	1	ENSMUSG00000099574	
Tnfrsf12a	1	ENSMUSG00000023905	
Mir7679	1	ENSMUSG00000098840	
1110046J04Rik	1	ENSMUSG00000085457	
Mir7675	1	ENSMUSG00000098879	
Emc10	1	ENSMUSG00000008140	
4931429L15Rik	1	ENSMUSG00000056617	
Hoxb5os	1	ENSMUSG00000085645	
Ndst1	1	ENSMUSG00000054008	
Ndst2	1	ENSMUSG00000039308	
RP23-6A14.10	1	ENSMUSG00000106112	
Ndst3	1	ENSMUSG00000027977	
RP24-237D17.3	1	ENSMUSG00000105836	
Ndst4	1	ENSMUSG00000027971	
RP24-481E4.4	1	ENSMUSG00000105102	
Tbc1d22bos	1	ENSMUSG00000089900	
Ranbp3	1	ENSMUSG00000002372	
Ranbp2	1	ENSMUSG00000003226	
Ranbp1	1	ENSMUSG00000005732	
Fdx1	1	ENSMUSG00000032051	
Gata5	1	ENSMUSG00000015627	
Brat1	1	ENSMUSG00000000148	
Gata6	1	ENSMUSG00000005836	
Gata3	1	ENSMUSG00000015619	
Gata4	1	ENSMUSG00000021944	
Ranbp9	1	ENSMUSG00000038546	
Gata1	1	ENSMUSG00000031162	
Gata2	1	ENSMUSG00000015053	
Ranbp6	1	ENSMUSG00000074909	
Pdgfc	1	ENSMUSG00000028019	
Pdgfd	1	ENSMUSG00000032006	
Xpa	1	ENSMUSG00000028329	
Xpc	1	ENSMUSG00000030094	
Ska3	1	ENSMUSG00000021965	
Ska2	1	ENSMUSG00000020492	
Ska1	1	ENSMUSG00000036223	
Pou1f1	1	ENSMUSG00000004842	
Pdgfa	1	ENSMUSG00000025856	
Pdgfb	1	ENSMUSG00000000489	
Bambi-ps1	1	ENSMUSG00000081219	
Sap130	1	ENSMUSG00000024260	
RP24-341P14.2	1	ENSMUSG00000105221	
Tesk2	1	ENSMUSG00000033985	
Tesk1	1	ENSMUSG00000028458	
WI1-49P9.2	1	ENSMUSG00000106334	
Fdxr	1	ENSMUSG00000018861	
Ino80	1	ENSMUSG00000034154	
Pabpc1	1	ENSMUSG00000022283	
Pabpc2	1	ENSMUSG00000051732	
Slmap	1	ENSMUSG00000021870	
Csrp2bp	1	ENSMUSG00000027425	
Olfr90	1	ENSMUSG00000056600	
Olfr91	1	ENSMUSG00000095377	
Slc4a1ap	1	ENSMUSG00000029141	
Olfr92	1	ENSMUSG00000096477	
Olfr93	1	ENSMUSG00000091601	
Tpsg1	1	ENSMUSG00000033200	
Olfr95	1	ENSMUSG00000049561	
Olfr96	1	ENSMUSG00000064121	
Pabpc4	1	ENSMUSG00000011257	
Olfr98	1	ENSMUSG00000063660	
Pabpc5	1	ENSMUSG00000034732	
Olfr99	1	ENSMUSG00000061972	
Pabpc6	1	ENSMUSG00000046173	
Ciao1	1	ENSMUSG00000003662	
Map6d1	1	ENSMUSG00000041205	
Wwox	1	ENSMUSG00000004637	
Foxd2os	1	ENSMUSG00000085399	
Rap1a-ps2	1	ENSMUSG00000081842	
Olfr70	1	ENSMUSG00000050215	
Olfr76	1	ENSMUSG00000067522	
4933434E20Rik	1	ENSMUSG00000027942	
Olfr77	1	ENSMUSG00000051118	
Olfr78	1	ENSMUSG00000043366	
1110035H17Rik	1	ENSMUSG00000099098	
Mis18a	1	ENSMUSG00000022978	
Wwp1	1	ENSMUSG00000041058	
Wwp2	1	ENSMUSG00000031930	
Samd8	1	ENSMUSG00000021770	
Samd7	1	ENSMUSG00000051860	
Lims1	1	ENSMUSG00000019920	
Samd5	1	ENSMUSG00000060487	
Lims2	1	ENSMUSG00000024395	
Samd4	1	ENSMUSG00000021838	
Samd3	1	ENSMUSG00000051354	
Samd1	1	ENSMUSG00000079003	
Olfr63	1	ENSMUSG00000054666	
Tpst1	1	ENSMUSG00000034118	
Tpst2	1	ENSMUSG00000029344	
Rictor	1	ENSMUSG00000050310	
Shcbp1l	1	ENSMUSG00000042708	
Gm13810	1	ENSMUSG00000095203	
Ebag9	1	ENSMUSG00000022339	
4930465K10Rik	1	ENSMUSG00000056682	
Gm13816	1	ENSMUSG00000085976	
Gm13815	1	ENSMUSG00000080860	
Gm13818	1	ENSMUSG00000081353	
Sh3yl1	1	ENSMUSG00000020669	
Gm13811	1	ENSMUSG00000084209	
Gm13814	1	ENSMUSG00000085261	
B930095G15Rik	1	ENSMUSG00000085133	
4930550C14Rik	1	ENSMUSG00000005131	
1700031P21Rik	1	ENSMUSG00000100315	
Gm13804	1	ENSMUSG00000080802	
Gm13807	1	ENSMUSG00000085852	
Gm13806	1	ENSMUSG00000082862	
Gm13803	1	ENSMUSG00000082820	
9230112E08Rik	1	ENSMUSG00000070461	
Gm13809	1	ENSMUSG00000084313	
RP24-129H9.8	1	ENSMUSG00000105396	
RP24-129H9.6	1	ENSMUSG00000104680	
RP24-129H9.7	1	ENSMUSG00000106353	
1700001J11Rik	1	ENSMUSG00000101963	
Gm25819	1	ENSMUSG00000084522	
Ly6i	1	ENSMUSG00000022586	
Gm13830	1	ENSMUSG00000086368	
Gm13831	1	ENSMUSG00000083875	
Dync1li2	1	ENSMUSG00000035770	
Dync1li1	1	ENSMUSG00000032435	
Cd164	1	ENSMUSG00000019818	
Cd163	1	ENSMUSG00000008845	
Cd160	1	ENSMUSG00000038304	
Gm13834	1	ENSMUSG00000084894	
Gm13833	1	ENSMUSG00000087312	
Gm13836	1	ENSMUSG00000081282	
Gm13835	1	ENSMUSG00000086922	
Slc38a5	1	ENSMUSG00000031170	
Slc38a4	1	ENSMUSG00000022464	
Slc38a3	1	ENSMUSG00000010064	
Slc38a2	1	ENSMUSG00000022462	
Slc38a9	1	ENSMUSG00000047789	
